date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:45	2737/2737	---M--	200	added ('OK')	image/jpeg	etag:%22ab1-5e206ea1-13cf56;;;%22	https://gfxpartner.com/Frolic/images/attractions-icon09.jpg	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/attractions-icon09.jpg	(from https://gfxpartner.com/Frolic/index-sweden.html)
15:54:45	2650/2650	---M--	200	added ('OK')	image/jpeg	etag:%22a5a-5e206ea1-13cfbd;;;%22	https://gfxpartner.com/Frolic/images/attractions-icon10.jpg	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/attractions-icon10.jpg	(from https://gfxpartner.com/Frolic/index-sweden.html)
15:54:45	240481/240481	---M--	200	added ('OK')	image/jpeg	etag:%223ab61-5e206ea2-13cf7d;;;%22	https://gfxpartner.com/Frolic/images/slide05.jpg	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/slide05.jpg	(from https://gfxpartner.com/Frolic/index-iceland.html)
15:54:46	1916/1916	---M--	200	added ('OK')	image/png	etag:%2277c-5e206ea1-13cf38;;;%22	https://gfxpartner.com/Frolic/images/logo-dark.png	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/logo-dark.png	(from https://gfxpartner.com/Frolic/tours-grid.html)
15:54:46	33908/33908	---M--	200	added ('OK')	image/jpeg	etag:%228474-5e206ea2-13cfda;;;%22	https://gfxpartner.com/Frolic/images/tour-thumb07.jpg	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/tour-thumb07.jpg	(from https://gfxpartner.com/Frolic/tours-grid.html)
15:54:46	22805/22805	---M--	200	added ('OK')	image/jpeg	etag:%225915-5e206ea2-13cf35;;;%22	https://gfxpartner.com/Frolic/images/tour-thumb08.jpg	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/tour-thumb08.jpg	(from https://gfxpartner.com/Frolic/tours-grid.html)
15:54:46	43004/43004	---M--	200	added ('OK')	image/jpeg	etag:%22a7fc-5e206ea2-13cf3b;;;%22	https://gfxpartner.com/Frolic/images/tour-thumb09.jpg	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/tour-thumb09.jpg	(from https://gfxpartner.com/Frolic/tours-grid.html)
15:54:47	180095/180095	---M--	200	added ('OK')	image/jpeg	etag:%222bf7f-5e206ea1-13cf96;;;%22	https://gfxpartner.com/Frolic/images/quote-bg03.jpg	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/quote-bg03.jpg	(from https://gfxpartner.com/Frolic/tours-grid.html)
15:54:48	180103/180103	---M--	200	added ('OK')	image/jpeg	etag:%222bf87-5e206ea1-13cfac;;;%22	https://gfxpartner.com/Frolic/images/quote-bg04.jpg	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/quote-bg04.jpg	(from https://gfxpartner.com/Frolic/tours-list.html)
15:54:49	431/431	---M--	200	added ('OK')	image/png	etag:%221af-5e206ea1-13cf7b;;;%22	https://gfxpartner.com/Frolic/images/overview-icon01.png	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/overview-icon01.png	(from https://gfxpartner.com/Frolic/tours-single.html)
15:54:50	478847/478847	---M--	200	added ('OK')	image/jpeg	etag:%2274e7f-5e206ea2-13cfc5;;;%22	https://gfxpartner.com/Frolic/images/tour-image.jpg	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/tour-image.jpg	(from https://gfxpartner.com/Frolic/tours-single.html)
15:54:50	960/960	---M--	200	added ('OK')	image/png	etag:%223c0-5e206ea1-13cf8e;;;%22	https://gfxpartner.com/Frolic/images/overview-icon02.png	C:/My%20Web%20Sites/goa/gfxpartner.com/Frolic/images/overview-icon02.png	(from https://gfxpartner.com/Frolic/tours-single.html)
